"","locations","input"
"2032","(14, 54)            ","0                   "
"2033","(14, 55)            ","0                   "
"2034","(14, 56)            ","0                   "
"2035","(14, 57)            ","0                   "
"2036","(14, 58)            ","0                   "
"2037","(14, 59)            ","0                   "
"2038","(14, 60)            ","0                   "
"2039","(14, 61)            ","0                   "
"2040","(14, 62)            ","0                   "
"2041","(14, 63)            ","0                   "
"2042","(14, 64)            ","0                   "
"2043","(14, 65)            ","0                   "
"2044","(14, 66)            ","0                   "
"2045","(14, 68)            ","0                   "
"2046","(14, 69)            ","0                   "
"2047","(14, 70)            ","0                   "
"2048","(14, 73)            ","0                   "
"2049","(14, 74)            ","0                   "
"2050","(14, 75)            ","0                   "
"2051","(14, 76)            ","0                   "
"2052","(14, 77)            ","0                   "
"2053","(14, 78)            ","0                   "
"2054","(14, 81)            ","0                   "
"2055","(14, 83)            ","0                   "
"2056","(14, 85)            ","0                   "
"2057","(14, 86)            ","0                   "
"2058","(14, 87)            ","0                   "
"2059","(14, 88)            ","0                   "
"2060","(14, 89)            ","0                   "
"2061","(14, 90)            ","0                   "
"2062","(14, 91)            ","0                   "
"2063","(14, 93)            ","0                   "
"2064","(14, 94)            ","0                   "
"2065","(14, 96)            ","0                   "
"2066","(14, 97)            ","0                   "
"2067","(14, 98)            ","0                   "
"2068","(14, 99)            ","0                   "
"2069","(14, 100)           ","0                   "
"2070","(14, 101)           ","0                   "
"2071","(14, 103)           ","0                   "
"2072","(14, 105)           ","0                   "
"2073","(14, 106)           ","0                   "
"2074","(14, 107)           ","0                   "
"2075","(14, 110)           ","0                   "
"2076","(14, 111)           ","0                   "
"2077","(14, 113)           ","0                   "
"2078","(14, 116)           ","0                   "
"2079","(14, 123)           ","0                   "
"2080","(14, 124)           ","0                   "
"2081","(14, 126)           ","0                   "
"2082","(14, 127)           ","0                   "
"2083","(14, 133)           ","0                   "
"2084","(14, 134)           ","0                   "
"2085","(14, 136)           ","0                   "
"2086","(14, 137)           ","0                   "
"2087","(14, 139)           ","0                   "
"2088","(14, 140)           ","0                   "
"2089","(14, 141)           ","0                   "
"2090","(14, 142)           ","0                   "
"2091","(14, 144)           ","0                   "
"2092","(14, 147)           ","0                   "
"2093","(14, 148)           ","0                   "
"2094","(14, 152)           ","0                   "
"2095","(14, 154)           ","0                   "
"2096","(14, 176)           ","0                   "
"2097","(14, 177)           ","0                   "
"2098","(14, 178)           ","0                   "
"2099","(14, 180)           ","0                   "
"2100","(14, 181)           ","0                   "
"2101","(14, 188)           ","0                   "
"2102","(14, 191)           ","0                   "
"2103","(14, 221)           ","0                   "
"2104","(14, 225)           ","0                   "
